osm_id,name,type,x,y
26660119,,post_office,8.6172887000,47.3961929000
26678397,,parking,8.5942602000,47.4164304000
27035955,Tiefgarage,parking,8.6194839000,47.3971734000
28935141,Rheinfall Touristen Parkplatz,parking,8.6097833000,47.6766547000
28935142,Rheinfall Reisecar Parkplatz,parking,8.6101215000,47.6775001000
28935244,Rheinfall Touristen Parkplatz,parking,8.6094857000,47.6756905000
29015916,Parkhaus Herrenacker,parking,8.6335286000,47.6952024000
29043980,Rheinfallparkplatz Laufen,parking,8.6152151000,47.6750577000
29456433,Kantonsspital Winterthur,hospital,8.7287895000,47.5068410000
29527457,Teuchelweiher,parking,8.7330496000,47.4960216000
29531593,Post 8400 Winterthur,post_office,8.7245900000,47.5001198000
29531594,Post 8402 Obertor,post_office,8.7319194000,47.5002071000
29531596,Post Geiselweid,post_office,8.7405223000,47.4950041000
29532372,,parking,8.7280580000,47.5016037000
29532376,,parking,8.7264513000,47.5012008000
29532393,Bahnhof Winterthur,parking,8.7232649000,47.5002141000
29542482,Arch-Parkhaus,parking,8.7241288000,47.4980452000
29542485,,parking,8.7303351000,47.5023050000
29542541,,parking,8.7203553000,47.4992921000
29542818,Winterthur WÃ¼lflingen,post_office,8.6968772000,47.5110675000
29542819,Post TÃ¶ss,post_office,8.7057637000,47.4916121000
29542820,,post_office,8.7589962000,47.5099293000
29542821,Post Winterthur-Seen,post_office,8.7650711000,47.4855736000
29881480,Industrieplatz,parking,8.6183453000,47.6795613000
30757261,,parking,8.5356189000,47.3563059000
30883051,Parkhaus Gessnerallee,parking,8.5349754000,47.3754376000
32734050,X-UFO Parkplatz Fa. Distrelec,parking,8.6838266000,47.3723310000
32734051,Bahnhofsparkplatz,parking,8.6853838000,47.3699420000
33976386,,parking,8.5889959000,47.3817948000
33980199,,parking,8.5502292000,47.2999718000
34040795,,parking,8.7053248000,47.4825419000
50036485,,parking,8.5190586000,47.5748926000
52737457,,parking,8.6202875000,47.6731076000
60034691,KlÃ¤aranlage,parking,8.7232209000,47.2392388000
60134152,BahnhÃ¶fliplatz,parking,8.7718106000,47.2527221000
60231942,,parking,8.7230738000,47.2616825000
63004115,,hotel,8.4853345000,47.3876356000
63023258,Parkhaus Letzipark,parking,8.4976823000,47.3868022000
73649937,,post_office,8.5330169000,47.3448474000
75739689,,parking,8.5340827000,47.3497930000
83367257,Sanitas,hospital,8.5357080000,47.3215048000
84448605,,car_sharing,8.5307509000,47.3380778000
88917912,,parking,8.4362198000,47.4830904000
89238986,,parking,8.4275657000,47.4741666000
92297950,,parking,8.5687384000,47.4407339000
92544296,,post_office,8.5957718000,47.4087952000
92553668,,parking,8.5530974000,47.4095785000
92555130,,parking,8.5438586000,47.4105490000
93549263,,parking,8.6209041000,47.4221130000
94580314,,post_office,8.5461763000,47.3684216000
94847732,,post_office,8.5326663000,47.3842299000
96049402,Parkhaus Bach,parking,8.6383326000,47.6950937000
96049407,,parking,8.6337419000,47.6942050000
97842748,,parking,8.7080514000,47.4689285000
100031848,,parking,8.5106008000,47.4293935000
100031850,,parking,8.5115621000,47.4303980000
100871405,,parking,8.5156560000,47.5730081000
100963824,Sonne DÃ¼rnten,hotel,8.8431298000,47.2785940000
100963825,,post_office,8.8437066000,47.2785983000
104353615,Abart,nightclub,8.5223905000,47.3618168000
105307133,,parking,8.8128860000,47.3322373000
111247690,,post_office,8.5487107000,47.5028046000
119225396,Kinderspital ZÃ¼rich,hospital,8.5573127000,47.3720481000
119800303,ZÃ¼rich 33 Oberstrass,post_office,8.5480816000,47.3838969000
119800304,Bauhaus,hotel,8.5481255000,47.3841284000
120236581,,post_office,8.5624965000,47.5726152000
132397436,Hotel-Restaurant Zum Goldenen Kopf,hotel,8.5409888000,47.5185219000
132399774,Gasthaus Rathaus-Stube,hotel,8.5406111000,47.5172756000
140416737,,parking,8.5365743000,47.3738877000
140416888,Parkhaus Urania,parking,8.5411062000,47.3742480000
151313903,Psychiatrische UniveritÃ¤tsklinik BurghÃ¶lzli,hospital,8.5704413000,47.3531247000
151316957,Klinik Balgrist,hospital,8.5751850000,47.3533436000
151317563,Klinik Hirslanden,hospital,8.5760708000,47.3512413000
151319229,Schweizerische Epsilepsie Klinik,hospital,8.5691700000,47.3491885000
152420030,Krankenhaus Rehalp,hospital,8.5777445000,47.3515146000
155240424,,parking,8.6510388000,47.6260744000
155240695,,post_office,8.6514486000,47.6284573000
155241040,,post_office,8.6760580000,47.6237760000
206170604,,parking,8.7230020000,47.2416851000
206179964,Schiffstation,parking,8.6895037000,47.2529729000
211155877,Sihlpost,post_office,8.5351944000,47.3771357000
214708166,,parking,8.7172392000,47.5202905000
230092385,,parking,8.6177296000,47.4127398000
230100085,,parking,8.6181072000,47.4118744000
231013225,,parking,8.5978848000,47.3956825000
240982910,Technikum-Parkhaus,parking,8.7306437000,47.4976458000
242557527,,parking,8.7217018000,47.2401774000
243744633,,parking,8.5081122000,47.4022568000
246095596,,post_office,8.5381175000,47.3920487000
246251884,Hotel Krone,hotel,8.7271950000,47.4993847000
246560180,,parking,8.7644740000,47.5131400000
246570509,,parking,8.7616694000,47.4921091000
246636873,,parking,8.7407454000,47.4952361000
246646545,,post_office,8.9145577000,47.2762394000
246781227,Salzhaus,nightclub,8.7223324000,47.4975025000
246813423,,parking,8.4493210000,47.5085715000
247282742,,parking,8.6341532000,47.3739799000
247428622,,parking,8.7320564000,47.4940434000
248518634,Spital Dielsdorf,hospital,8.4511688000,47.4786538000
248518801,,post_office,8.4569857000,47.4822124000
248518808,,post_office,8.4146471000,47.4990198000
249500486,,parking,8.6421133000,47.3702598000
250177308,,parking,8.6300949000,47.3784396000
250574782,,parking,8.3809412000,47.5060969000
250575273,,parking,8.3690670000,47.5116973000
251191274,,post_office,8.3790188000,47.5079454000
251873702,Post Ebmatingen,post_office,8.6409588000,47.3521336000
252549089,Pasadena,nightclub,8.6801448000,47.3814611000
252599102,,post_office,8.7020379000,47.3444021000
253409050,TapTab,nightclub,8.6372073000,47.6946036000
253409309,Kammgarn,nightclub,8.6366580000,47.6945516000
253461327,Garden Club,nightclub,8.7232985000,47.4979754000
254674774,,parking,8.7623387000,47.3755268000
254674777,,parking,8.8136136000,47.3765505000
257142068,,parking,8.7715848000,47.2993526000
259007811,,parking,8.4037645000,47.4076075000
259772488,,post_office,8.5973604000,47.2609797000
259792361,Fischental Skilift,parking,8.9242205000,47.3223932000
261651357,Plattenhof,hotel,8.5532500000,47.3737857000
262113317,,parking,8.4707379000,47.4886756000
262400821,,post_office,8.5308131000,47.3649222000
262594573,,parking,8.6452998000,47.2680893000
262594590,,parking,8.6463795000,47.2689404000
262595543,8622 Wetzikon ZH 2,post_office,8.8014011000,47.3274303000
262595868,,post_office,8.7916505000,47.3189247000
262596030,,parking,8.7931954000,47.3175864000
262596340,GZO Spital Wetzikon,hospital,8.8017897000,47.3214683000
262860981,,parking,8.6679939000,47.2752547000
264064792,,post_office,8.5910327000,47.4130494000
264667956,Privatklinik Hohenegg,hospital,8.6601960000,47.2736953000
264667962,,parking,8.6608022000,47.2740757000
264668530,,parking,8.6483310000,47.2675471000
264668742,,parking,8.6614030000,47.2639068000
264794437,,post_office,8.6196463000,47.4218027000
265091939,,post_office,8.5232889000,47.3710943000
265145872,,parking,8.6220211000,47.4190399000
265321111,,parking,8.6213488000,47.4127602000
265378673,,parking,8.6382794000,47.3709104000
265569078,,post_office,8.7214588000,47.2697607000
266630278,,post_office,8.5096704000,47.3781221000
266812262,Post Embrach,post_office,8.5937096000,47.5061925000
266864399,COOP Parkhaus,parking,8.6161786000,47.3977730000
266864400,,parking,8.6168996000,47.3981216000
266864402,,parking,8.6186076000,47.3984877000
266864442,,nightclub,8.6165441000,47.3973291000
266864549,Wohnland Parkhaus,parking,8.6006368000,47.4011872000
266864552,,parking,8.6045830000,47.4014929000
266864554,P1,nightclub,8.6055835000,47.4010482000
266864556,Interio,parking,8.6048471000,47.4006869000
266864558,Sonnental,hotel,8.6043468000,47.3958931000
266864561,Hotel Schweizerhof,hotel,8.6209526000,47.3984339000
266864565,Sporthalle StÃ¤genbuck,parking,8.6215115000,47.4032782000
266864566,Hallenbad StÃ¤genbuck,parking,8.6222366000,47.4029398000
266864568,Eichstock Parkplatz,parking,8.6251964000,47.3923921000
266915034,Spitel Zimmerberg,hospital,8.5894632000,47.2630480000
266953446,,parking,8.6186943000,47.2539684000
267035237,,post_office,8.5298934000,47.4530464000
267238980,,parking,8.4637701000,47.4454166000
267238982,,parking,8.4651788000,47.4439679000
267345247,Rohstofflager,nightclub,8.5122855000,47.3903120000
267345290,Moods (im Schiffbau),nightclub,8.5183451000,47.3889988000
267345397,Hive,nightclub,8.5205734000,47.3849426000
267345557,,parking,8.5193803000,47.3882724000
267345652,Labor Bar,nightclub,8.5189441000,47.3884382000
267879354,GiesshÃ¼bel,post_office,8.5166032000,47.3605352000
268141759,Oxa,nightclub,8.5546535000,47.4124434000
268410671,Seegarten,hotel,8.5492855000,47.3614994000
268411423,Seefeld,hotel,8.5512853000,47.3616215000
268411547,Steigenberger Bellerive,hotel,8.5476633000,47.3621215000
268411631,Eden au Lac,hotel,8.5474058000,47.3625982000
268411873,Hotel Seehof,hotel,8.5477661000,47.3642753000
268411928,Hotel Baur au Lac,hotel,8.5394357000,47.3671492000
268412177,Hotel Savoy Baur en Ville,hotel,8.5397876000,47.3697302000
268427930,,parking,8.5107103000,47.3920007000
268472863,Lady's First,hotel,8.5499891000,47.3603684000
268473495,Europe,hotel,8.5472340000,47.3643276000
268473496,Ambassador,hotel,8.5471310000,47.3644613000
268488783,Parkhaus Utoquai,parking,8.5481736000,47.3618003000
268596963,Trend Hotel,hotel,8.4762004000,47.4386498000
268601323,Parkhaus ZÃ¼richhorn,parking,8.5537813000,47.3560120000
268601387,Parkhaus ZÃ¼richhorn,parking,8.5534122000,47.3555817000
268601642,,post_office,8.5540592000,47.3576581000
268601822,Feldegg,parking,8.5536161000,47.3604977000
268602000,Sorell,hotel,8.5539873000,47.3617564000
268602187,Bistro,parking,8.5489541000,47.3631370000
268656470,,post_office,8.4698359000,47.4312785000
269120265,,post_office,8.7168263000,47.3502051000
269237873,,parking,8.7185254000,47.3483865000
269423292,Stop Shop,nightclub,8.7174715000,47.3467888000
269549803,,parking,8.7157760000,47.3485919000
269850271,,parking,8.5035763000,47.3934136000
269913251,Hohe Promenade,parking,8.5473988000,47.3683672000
269915325,,parking,8.7170835000,47.3502183000
270688190,Adagio,nightclub,8.5373129000,47.3660385000
270688395,Le Bal Zurich,nightclub,8.5374502000,47.3655327000
270691054,Claridge,hotel,8.5510530000,47.3692907000
270695757,Opera,hotel,8.5475088000,47.3642144000
270792778,The Dolder Grand,hotel,8.5737317000,47.3726179000
270793165,Dolder Waldhaus,hotel,8.5687535000,47.3733968000
270799196,Foyer-Hottingen,hotel,8.5535271000,47.3697463000
270799857,Villette,hotel,8.5455449000,47.3682930000
270800529,Otter,hotel,8.5455964000,47.3685605000
270800701,California,hotel,8.5444806000,47.3688337000
270800927,Helmhaus,hotel,8.5440950000,47.3691599000
270802863,Zum Storchen,hotel,8.5418700000,47.3713585000
270937107,Florhof,hotel,8.5486698000,47.3723163000
271029692,,post_office,8.5550258000,47.3643690000
271149350,Luis Mis Bellevue Garage,parking,8.5463861000,47.3678382000
271150279,Parkhaus Vorderberg,parking,8.5586942000,47.3762784000
271150685,ZÃ¼richberg,hotel,8.5669254000,47.3824855000
271219475,,hotel,8.5667042000,47.3518801000
271220666,Schulthess Klinik,hospital,8.5735781000,47.3524464000
271329155,ZÃ¼rich,hotel,8.5447844000,47.4113544000
271354060,,post_office,8.7581897000,47.3203581000
273933362,,post_office,8.6028269000,47.3465729000
274824641,,post_office,8.5412908000,47.3689390000
274983267,Arabellasheraton Neues Schloss,hotel,8.5360293000,47.3654989000
274983716,Park Hyatt,hotel,8.5363297000,47.3666907000
274986771,GlÃ¤rnischhof,hotel,8.5374869000,47.3675057000
275165240,,parking,8.6992867000,47.4464459000
276352478,,post_office,8.5077491000,47.4193849000
276364166,Hotel Kronenhof,hotel,8.5055044000,47.4193308000
276406403,Ibis,hotel,8.5171486000,47.3889818000
276406426,Novotel,hotel,8.5166806000,47.3891321000
276406491,Etap,hotel,8.5162036000,47.3889304000
276406630,MÃ¶venpick,hotel,8.4674704000,47.4311005000
277729526,,post_office,8.7954081000,47.4989545000
277732383,,parking,8.8056624000,47.5076111000
277735331,,parking,8.8005042000,47.5024279000
277740449,,parking,8.7930088000,47.5032826000
277746986,,parking,8.7613878000,47.4873725000
278204962,,parking,8.8518158000,47.2563858000
278205042,,parking,8.8543067000,47.2565767000
278798230,Migros Parking,parking,8.7056568000,47.2065057000
278818646,,parking,8.4745609000,47.3957983000
279380550,,parking,8.4313930000,47.2466647000
279477224,Post Richterswil,post_office,8.7053710000,47.2096834000
280799909,Post Richterswil Burghalden,post_office,8.6929310000,47.2086862000
280800020,Paracelsus Spital,hospital,8.6999990000,47.2078694000
281384723,,parking,8.7051146000,47.2111000000
281521162,,parking,8.6803532000,47.2856271000
282934198,Post FÃ¤llanden,post_office,8.6414870000,47.3716899000
283102735,,post_office,8.5296367000,47.3936659000
283245535,Helsinki,nightclub,8.5184938000,47.3858875000
283458324,Schweizerhof,hotel,8.5395173000,47.3770160000
283458327,St. Gotthard,hotel,8.5392709000,47.3764240000
283458333,Globus,parking,8.5377516000,47.3760594000
283458360,City Hotel,hotel,8.5365622000,47.3749348000
283687067,Club Q,nightclub,8.5112126000,47.3918983000
283688256,Lotus.Club&Lounge,nightclub,8.5130064000,47.3900505000
286048420,,hospital,8.4308056000,47.3936901000
286328177,8320 Fehraltorf,post_office,8.7522144000,47.3861701000
288884267,Post Unterengstringen,post_office,8.4484986000,47.4133313000
289958392,Parkplatz fÃ¼r LÃ¶wen,parking,8.4963114000,47.5602004000
289958396,,post_office,8.4995087000,47.5599876000
290369644,,parking,8.4592115000,47.4822673000
290369645,,parking,8.4594944000,47.4820375000
291130134,Rest. Traube,parking,8.5001269000,47.5574219000
291130146,Rest. Ochsen,parking,8.5001811000,47.5572511000
291140805,Rest. FÃ¤hre,parking,8.4768724000,47.5756728000
291510005,,parking,8.5813491000,47.4463098000
291687394,,hotel,8.5401863000,47.4509705000
291987618,Chicago-Bar,nightclub,8.5300159000,47.3826610000
292287566,,parking,8.6814463000,47.3883684000
292288194,,parking,8.6752438000,47.3862263000
292288295,,parking,8.6683849000,47.3834760000
292371277,,parking,8.6472896000,47.3930753000
293007206,Parkplatz Mehrzweckhalle,parking,8.5062944000,47.5535117000
293027098,,parking,8.4782044000,47.4998562000
293114360,,parking,8.4959060000,47.5630375000
293605106,,post_office,8.4675084000,47.5279480000
294022326,,parking,8.5179719000,47.4012461000
294906629,Supermarket,nightclub,8.5199443000,47.3855039000
294909729,Indochine,nightclub,8.5246736000,47.3890545000
295160704,Oberrieden,post_office,8.5775468000,47.2768435000
296412647,,post_office,8.6730393000,47.2302409000
296941971,,parking,8.7024092000,47.2131355000
297171179,,parking,8.7392832000,47.5433554000
297173932,,parking,8.5925642000,47.5187432000
297711768,Ascot,hotel,8.5320382000,47.3639171000
297978691,Gasiplatz,parking,8.6731421000,47.2271774000
297978809,,parking,8.6747747000,47.2282826000
297978897,,parking,8.6758476000,47.2282418000
297978977,,parking,8.6756244000,47.2279503000
297979018,,parking,8.6758819000,47.2276414000
297985538,,parking,8.6712680000,47.2270162000
297992391,,parking,8.6585007000,47.2403422000
297996335,,parking,8.6746929000,47.2291229000
298540220,,parking,8.5423567000,47.2860663000
298540348,,parking,8.5331179000,47.2883879000
298540360,,parking,8.5298652000,47.2898098000
298540363,,parking,8.5314953000,47.2891112000
298540365,Post,post_office,8.5427645000,47.2888651000
298750664,,parking,8.5375530000,47.2907493000
298750813,Schwerzi,parking,8.5325693000,47.2882527000
298750947,,parking,8.5393761000,47.2889768000
299107896,,parking,8.6533538000,47.6353273000
299510234,,parking,8.7525683000,47.3868158000
299614705,,post_office,8.4996640000,47.4024533000
299983561,,parking,8.5517639000,47.3729380000
300384722,Mascotte,nightclub,8.5468193000,47.3663509000
300612944,Mehrspur Music Club,nightclub,8.5464159000,47.3688448000
300744285,Kaufleuten,nightclub,8.5364895000,47.3718200000
300928780,,parking,8.7606075000,47.3913815000
301223565,Kanzlei,nightclub,8.5265555000,47.3754960000
301223922,,post_office,8.5272679000,47.3766468000
301552459,Alden,hotel,8.5343582000,47.3645668000
301775342,,parking,8.5481496000,47.4228764000
302352971,,parking,8.8357442000,47.3413489000
302353309,Motel FÃ¤llanden,hotel,8.6451565000,47.3783556000
302383856,Parkhaus Stauffacher,parking,8.5308356000,47.3729710000
303013141,,parking,8.5345275000,47.5211959000
303366446,,parking,8.7880317000,47.3610522000
303366724,Badi PfÃ¤ffikon,parking,8.7874358000,47.3592623000
303969564,,parking,8.5969216000,47.2590047000
304074126,,parking,8.5288395000,47.2921603000
304314305,,parking,8.4374051000,47.4527465000
304321783,,post_office,8.4394102000,47.4563371000
304597370,Coronado,hotel,8.5411369000,47.3973044000
304837789,,parking,8.7731500000,47.3899017000
304917788,Blaue Zone,parking,8.4401438000,47.4586637000
305397375,Heigethuus,parking,8.7553558000,47.3889413000
305473785,,parking,8.9036642000,47.3341275000
305474542,,parking,8.7928168000,47.3436873000
305586627,Besame Mucho,nightclub,8.5188411000,47.3878687000
305587188,Senator,hotel,8.5221651000,47.3893490000
305651390,,parking,8.4943112000,47.4095008000
305705979,Post Basserdorf,post_office,8.6311010000,47.4430346000
306116856,,parking,8.7744091000,47.3960754000
306237956,8332 Russikon,post_office,8.7760609000,47.3948588000
307085147,,parking,8.7727182000,47.3676995000
307365833,,post_office,8.7207015000,47.5092098000
307491723,,parking,8.7958980000,47.3577758000
307497001,,parking,8.8017162000,47.3431572000
307664759,,parking,8.6713995000,47.2291414000
307665050,,parking,8.6709532000,47.2290248000
307666488,,parking,8.6725496000,47.2267284000
307666710,Weinrebe,parking,8.6724209000,47.2315194000
307669240,,parking,8.6761975000,47.2199608000
307760349,,parking,8.8513251000,47.3378844000
308084042,,parking,8.5153211000,47.4699658000
308131133,Du Lac,hotel,8.6752657000,47.2284042000
308131150,Engel,hotel,8.6745619000,47.2300944000
308303956,,parking,8.7706577000,47.3695465000
309099195,,parking,8.7486792000,47.4248300000
309113442,,parking,8.7645301000,47.4175697000
